Tweet,Keluhan,Respon,Other,
"@Bandung_Dinkes @PRFMnews klo siang kadang di sebrangnya,kadang di jl. kebonjati sebelum rs kebon jati,sebrang alfamart atau deket toko cctv",,,Ya,
"Mengganggu kenyamanan, @Satpolppbdg akan menindak tegas penjual laser. Mangga laporkan lokasinya jika menemukan. https://t.co/Ok6ruoIu8p",,,Ya,
"RT @relawan_bdg: Mengganggu kenyamanan, @Satpolppbdg akan menindak tegas penjual laser. Mangga laporkan lokasinya jika menemukan. https://t…",,,Ya,
"RT @relawan_bdg: Mengganggu kenyamanan, @Satpolppbdg akan menindak tegas penjual laser. Mangga laporkan lokasinya jika menemukan. https://t…",,,Ya,
"RT @relawan_bdg: Mengganggu kenyamanan, @Satpolppbdg akan menindak tegas penjual laser. Mangga laporkan lokasinya jika menemukan. https://t…",,,Ya,
@pdamtirtawening @PRFMnews @ridwankamil semiga segera terselesaikan dan tidak mati lg krn sampe skrg masih mati,,,Ya,
@AlsHisname @dbmpkotabdg @ridwankamil @ErnySetiawati @DiskominfoBdg ya...!!! trim`s atas atensinya #bandungbersih #bandungjuara,,,Ya,
"RT @relawan_bdg: Mengganggu kenyamanan, @Satpolppbdg akan menindak tegas penjual laser. Mangga laporkan lokasinya jika menemukan. https://t…",,,Ya,
"RT @relawan_bdg: Mengganggu kenyamanan, @Satpolppbdg akan menindak tegas penjual laser. Mangga laporkan lokasinya jika menemukan. https://t…",,,Ya,
"RT @relawan_bdg: Mengganggu kenyamanan, @Satpolppbdg akan menindak tegas penjual laser. Mangga laporkan lokasinya jika menemukan. https://t…",,,Ya,
"@ridwankamil Gk sabar pngin cicip bandara baru, yg skrg sempit, trus panas pula ?? Minimal kondisinya gk panas, jd wlo berdiri pun msh nyaman",,,Ya,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 7/1 URC Tegallega, lanjutan perbaikan jl Aki Padma https://t.co/LvTyxdqe…",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 7/1 URC Tegallega, lanjutan perbaikan jl Aki Padma https://t.co/LvTyxdqe…",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 7/1 URC Tegallega, lanjutan perbaikan saluran jl Cibaduyut https://t.co/…",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 7/1 URC Bojonagara, perbaikan plat beton jl Cimindi https://t.co/SsDwYLR…",,,Ya,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 7/1 URC Bojonagara, lanjutan pengerukan saluran jl Lemah Neundeut https:…",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 7/1 URC Bojonagara, perbaikan jl Sukaresmi https://t.co/9Ey05b681k",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 7/1 URC Bojonagara, perbaikan plat beton jl Cimindi https://t.co/SsDwYLR…",,,Ya,
"@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg @KAI121 7/1 URC Karees, perbaikan lintasan KA jl Ahmad Yani https://t.co/yH65qyLo2N",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg @KAI121 7/1 URC Karees, perbaikan lintasan KA jl Ahmad Yani https://t.co…",,Ya,,
Depan taman vanda boleh parkir???@PRFMnews @ridwankamil https://t.co/VDnReo16sB,Ya,,,
@ridwankamil dari dulu sya bermimpi mnjadi seorang pemimpin sprti kang emil. Utk menjadi seorang pemimpin yg baik harus sprti apa siih kang?,,,Ya,
Prempatan malabar-gatsu sdh bbrapa hari lampu lalin mati. Mohon dinas terkait. @infobandung @dishub_kotabdg https://t.co/yHV7iSIpB0,Ya,,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 7/1 URC Bojonagara, perbaikan plat beton jl Cimindi https://t.co/SsDwYLR…",,,Ya,
"Trafficlight Jl. Supratman-Jl. Katamso, 3 hari tdk berfungsi, macet di saat jam sibuk @ridwankamil @dishub_kotabdg https://t.co/w07YdPsC6G",Ya,,,
.@dishub_kotabdg RT @OkviaLestari: Prempatan malabar-gatsu sdh bbrapa hari lampu lalin mati. Mohon dinas terkait. https://t.co/kWBoA1V2uh,Ya,,,
RT @infobandung: .@dishub_kotabdg RT @OkviaLestari: Prempatan malabar-gatsu sdh bbrapa hari lampu lalin mati. Mohon dinas terkait. https://…,Ya,,,
RT @infobandung: .@dishub_kotabdg RT @OkviaLestari: Prempatan malabar-gatsu sdh bbrapa hari lampu lalin mati. Mohon dinas terkait. https://…,Ya,,,
"Jl. Diponegoro,dipenuhi pedagang,jika tdk ditertibkan menggangu aktifitas pengguna jalan @ridwankamil @Satpolppbdg https://t.co/ZckYKWPyy0",Ya,,,
"@pdamtirtawening @ridwankamil : saya Izaraziz no.langg00411320965.Tagihan bulan iniRp.307.800,-TagihanSebelumnyaSekitarRp.20-85ribu.periksa",,,Ya,
RT @infobandung: .@dishub_kotabdg RT @OkviaLestari: Prempatan malabar-gatsu sdh bbrapa hari lampu lalin mati. Mohon dinas terkait. https://…,Ya,,,
@pdamtirtawening .sayaIzarAziz pelanggan no.00411320965 tagihan bulan ini Rp.307ribu.Biasanya 20-86ribu saja.TolongCheck lagi.,,,Ya,
"RT @Trans_Bdg: Trafficlight Jl. Supratman-Jl. Katamso, 3 hari tdk berfungsi, macet di saat jam sibuk @ridwankamil @dishub_kotabdg https://t…",Ya,,,
"RT @Trans_Bdg: Jl. Diponegoro,dipenuhi pedagang,jika tdk ditertibkan menggangu aktifitas pengguna jalan @ridwankamil @Satpolppbdg https://t…",Ya,,,
RT @achmadsoleh1202: @AlsHisname @dbmpkotabdg @ridwankamil @ErnySetiawati @DiskominfoBdg ya...!!! trim`s atas atensinya #bandungbersih #ban…,,,Ya,
RT @infobandung: .@dishub_kotabdg RT @OkviaLestari: Prempatan malabar-gatsu sdh bbrapa hari lampu lalin mati. Mohon dinas terkait. https://…,Ya,,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg @KAI121 7/1 URC Karees, perbaikan lintasan KA jl Ahmad Yani https://t.co…",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 7/1 URC Karees, perbaikan jl Kembang Sepatu https://t.co/xYXGX5FJ0r",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 7/1 URC Bojonagara, perbaikan jl Sukaresmi https://t.co/9Ey05b681k",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 7/1 URC Bojonagara, lanjutan pengerukan saluran jl Lemah Neundeut https:…",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 7/1 URC Bojonagara, perbaikan plat beton jl Cimindi https://t.co/SsDwYLR…",,,Ya,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 7/1 URC Tegallega, lanjutan perbaikan saluran jl Cibaduyut https://t.co/…",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 7/1 URC Tegallega, lanjutan perbaikan jl Aki Padma https://t.co/LvTyxdqe…",,Ya,,
RT @infobandung: .@dishub_kotabdg RT @OkviaLestari: Prempatan malabar-gatsu sdh bbrapa hari lampu lalin mati. Mohon dinas terkait. https://…,Ya,,,
"kang @ridwankamil, kumaha ieu teh geus berkali2 liat angkot siga kieu teu ditindak. punten kang bikin macet ?? https://t.co/IfgVh56XKZ",Ya,,,
@Metro_TV @disdik_bandung @Kemdikbud_RI @aniesbaswedan @ridwankamil kapan ada posko pengaduan utk yg ngemodus penuh akal bulus diskolah?,,,Ya,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 7/1 URC Karees, perbaikan jl Kembang Sepatu https://t.co/xYXGX5FJ0r",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg @KAI121 7/1 URC Karees, perbaikan lintasan KA jl Ahmad Yani https://t.co…",,Ya,,
"RT @Trans_Bdg: Jl. Diponegoro,dipenuhi pedagang,jika tdk ditertibkan menggangu aktifitas pengguna jalan @ridwankamil @Satpolppbdg https://t…",Ya,,,
@ariesiti @PRFMnews @ridwankamil iya bikin tersendat jadi macet :( moga2 dibenahi.,,,Ya,
"Pak @ridwankamil jpo metro keliatan udh kurang layak, mohon di perhatikan. bnyk yg lebih suka nyebrang lewat bawah. Bahaya juga kan pak",Ya,,,
RT @infobandung: .@dishub_kotabdg RT @OkviaLestari: Prempatan malabar-gatsu sdh bbrapa hari lampu lalin mati. Mohon dinas terkait. https://…,Ya,,,
"@relawan_bdg @Satpolppbdg sudah pernah lihat yang jualan di Dago, Pasteur, sama di Surapati",,,Ya,
Kang @ridwankamil menandatangani prasasti arah kiblat yg akan dipasang di tiga titik di Tempat Pemakaman Umum. https://t.co/m8rsqIt0ud,,,Ya,
"bpk dstribusi @pdamtirtawening mnt bntuan dtg utk ngcek mtran air tkt nyumbat krn dsgel jd qt g brani brsiin sndr/Ahyar,gg desa 03/03.trmks",,,Ya,
Apa betul bus TMB koridor 2 &amp; koridor 3 berhenti beroperasi sementara??? cc @dishub_kotabdg @ridwankamil  https://t.co/VPpGY60RYE,,,Ya,
Pak @ridwankamil kok bus trans metro bandung-nya hari ini ngga beroperasi? Udah bela-belain ga bawa mobil hiks.,,,Ya,
"#WartaBDG Dua ABG yang Dinyatakan Hilang, Tinggal di Pemilik Warung Nasi https://t.co/w3ArFgO5Dw @tweet_AMS @Satpolppbdg @Dinsos_BDG",,,Ya,
"@ridwankamil pa saya di tawarin MLM malia sejahtera, katanya bapak juga ikutan, bener ga pa itu teh?",,,Ya,
"10. Pak @ridwankamil menasehati Awardee, ketika keraguan kembali ke Indonesia muncul,ingatlah utk mengabdi &amp; berguna bagi sesama @LPDP_RI",,,Ya,
10. Indonesia msh byk mslh karna org2 Indonesianya yg suka mnyalah2kn Indonesia. @ridwankamil yuk kt pilih jd solusi u/ Indonesia @LPDP_RI,,,Ya,
"Pak @ridwankamil mohon bantuannya angkot 08 spy bisa lbh tertib, ngetem sampe stgh jam lbh, sdh ditegur tp ga dihiraukan.",Ya,,,
"@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 7/1 URC PJU, perbaikan lampu PJU jl Salak https://t.co/VQIqTI6dgo",,Ya,,
"@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 7/1 URC PJU, perbaikan lampu PJU jl Ski Air https://t.co/DeyNUJFM3Q",,Ya,,
"@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 7/1 URC PJU, perbaikan lampu PJU jl Rumah Sakit https://t.co/y5RbuQYuY5",,Ya,,
"@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 7/1 URC PJU, perbaikan lampu PJU jl AH Nasution https://t.co/iPyQ8V1wID",,Ya,,
HM1 aya perkelahian sekelompok anak punk (byk) dg orang nonpunk @ridwankamil @_ekayudhistira_ @satpolppbdg @tmcrestabesbdg,Ya,,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 7/1 URC PJU, perbaikan lampu PJU jl Salak https://t.co/VQIqTI6dgo",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 7/1 URC PJU, perbaikan lampu PJU jl Ski Air https://t.co/DeyNUJFM3Q",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 7/1 URC PJU, perbaikan lampu PJU jl Rumah Sakit https://t.co/y5RbuQYuY5",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 7/1 URC PJU, perbaikan lampu PJU jl AH Nasution https://t.co/iPyQ8V1wID",,Ya,,
"RT @esther_kusmara: @ridwankamil bangga ama bdg skrg, smg mimpi sy jln kaki di trotoir spt di luar negri terlaksana, g ush bw kend pribadi …",,,Ya,
"HM3 1 remaja biasa,dihajar habis2an oleh byk anak punk(ciri 1org,warna pirang) @ridwankamil @_ekayudhistira_ @satpolppbdg @tmc_restabesbdg",Ya,,,
"RT @echasarnie: Pak @ridwankamil mohon bantuannya angkot 08 spy bisa lbh tertib, ngetem sampe stgh jam lbh, sdh ditegur tp ga dihiraukan.",Ya,,,
"HM5 per4an prtama,Jl RAA wiranatakusumah @ridwankamil @_ekayudhistira_ @satpolppbdg @tmc_restabesbdg wajah 1 org,dikeroyok 5/6 anak punk",Ya,,,
RT @WP_Umar_Wkusuma: HM1 aya perkelahian sekelompok anak punk (byk) dg orang nonpunk @ridwankamil @_ekayudhistira_ @satpolppbdg @tmcrestabe…,Ya,,,
"RT @WP_Umar_Wkusuma: HM5 per4an prtama,Jl RAA wiranatakusumah @ridwankamil @_ekayudhistira_ @satpolppbdg @tmc_restabesbdg wajah 1 org,diker…",Ya,,,
"@ridwankamil kalau mau daftarin merek kalau bandung tempatnya mana ya pak,punten :)",,,Ya,
"@ridwankamil MEA sudah d buka sejak 31Des kmrin, kayaknya di pemberitaan msh santai2 aja. Bdg sendiri gimana, sudah siap Pak?",,,Ya,
"kumargi masih aya tindak kriminal anu trjd tengah wengi dugi ka shubuh,mugia seja janten perhatosan pak wali @ridwankamil @Satpolppbdg  (2)",Ya,,,
"@ridwankamil kang daerah jl purnawan saur na aya begal kang, janten palaur, pami leres sing buburu ditindak kang.. Hatur nuhun",Ya,,,
"@ridwankamil @pdamtirtawening pak wali kota,kapan panyileukan ada PDAM? Tiap hari sya beli air 1jerigen 2rebu.. :( kadang tara mandi,sedih..",Ya,,,
"@ridwankamil kang pas tadi abdi angkat sakola tukang angkot nyararaioskeun, anu dicarioskeunna teh masalah transportasi da aya damrian kitu""",,,Ya,
"@ridwankamil alhamdulilah pak di bandung udah, di sumedang tau kpn pdhl di sumedang bnyk bngt rentenir yg merajalela myengsrakn rkyat kecil",,,Ya,
@ridwankamil kalo yang soal beasiswa untuk mahasiswa itu gmn yaa pak??? Mohon infonya. Terimakasih,,,Ya,
"Pa @ridwankamil gimana ini :((( menurut bapa :((( ,saya sih cuma bisa bilang jangan lupa makan pa hakim iloveyou :(( https://t.co/Sxq10viRS6",,,Ya,
RT @neza07: Ini keren pak RT@ridwankamil: Revitalisasi anak S Cikapayang selesai,,,Ya,
RT @ridwankamil: PDK tdk bs disubsidi trs milyaran/thn. akan melanggar byk aturan. jadi dinas solusi terbaik. anggaran bisa maks. https://t…,,,Ya,
Cc @ridwankamil @infobdg: #suaraBDG via @husnaalanaqi: hati2 d Jl Laswi ada penjambret beraksi naik mtor hitam tdk berplat. Hp saya djambret,Ya,,,
"@relawan_bdg @Satpolppbdg tah, sekarang pisan ini sedang ada yang jualan di jalan Dago depan RS Borromeus. https://t.co/IyICnlb6md",Ya,,,
"@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 7/1 URC PJU, perbaikan lampu PJU jl Cimencrang https://t.co/tvMj82ERvz",,Ya,,
"@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 7/1 URC PJU, perbaikan lampu PJU jl AH Nasution https://t.co/AJ4eSbyv9e",,Ya,,
"@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 7/1 URC PJU, perbaikan lampu PJU jln akses SOR GBLA https://t.co/f1OyMmVQKP",,Ya,,
Bandung Darurat Begal / Jambret!!! setelah kejadian saya ternyata masih ada korban lagi @ridwankamil @infobandung https://t.co/NAqaGBspcX,Ya,,,
RT @sinanggar_tulo: 10. Indonesia msh byk mslh karna org2 Indonesianya yg suka mnyalah2kn Indonesia. @ridwankamil yuk kt pilih jd solusi u/…,,,Ya,
RT @sinanggar_tulo: 10. Indonesia msh byk mslh karna org2 Indonesianya yg suka mnyalah2kn Indonesia. @ridwankamil yuk kt pilih jd solusi u/…,,,Ya,
RT @sinanggar_tulo: 10. Indonesia msh byk mslh karna org2 Indonesianya yg suka mnyalah2kn Indonesia. @ridwankamil yuk kt pilih jd solusi u/…,,,Ya,
"Pa selama pelajar belum masuk sekolah, jalanan bandung enjoy. Pagi -sore. Seriusan, macet iya tapi teu chaos teuing @ridwankamil",,,Ya,
Gimana kalo ada perwal tentang larangan membawa kendaraan bermontor utk pelajar smp - sma @ridwankamil,,,Ya,
RT @sinanggar_tulo: 10. Indonesia msh byk mslh karna org2 Indonesianya yg suka mnyalah2kn Indonesia. @ridwankamil yuk kt pilih jd solusi u/…,,,Ya,
RT @infobdg: Via @supriyantoiam : Cai PDAM kumaha di jl.Purwakarta v  Antapani teu acan wae ngocor punten. Cc @pdamtirtawening,Ya,,,
RT @infobdg: Via @supriyantoiam : Cai PDAM kumaha di jl.Purwakarta v  Antapani teu acan wae ngocor punten. Cc @pdamtirtawening,Ya,,,
tetapi hari ini masih boleh akan terjadi pada hari esok. @Bandung_Dinkes,,,Ya,
"sy thu @pdkebersihanbdg brtjwb smpah d tps, pngmbilan smpah rmh tnggjwb ptgs @kel_cigending @maznot @ridwankamil @ujungberung_kec",,,Ya,
"@pdkebersihanbdg kl smpah nmpuk d rmh wrga, nnti lurah  @kel_cigending yg hrs d buang k tps @maznot @ridwankamil @ujungberung_kec",,,Ya,
"RT @muhfirmansc: @relawan_bdg @Satpolppbdg tah, sekarang pisan ini sedang ada yang jualan di jalan Dago depan RS Borromeus. https://t.co/Iy…",Ya,,,
@Dinsos_BDG @Bandung_Dinkes @FKTKSKBANDUNG @ridwankamil apakah ibu dan anaknya skrg masih di puskesmas garuda?saya mau nengok,,,Ya,
"P. Edi | 06:10: Stopan perempatan jl.Pasirkaliki-jl.Pajajaran padam, sgt rawan macet. Mohon segera diperbaiki cc: @dishub_kotabdg @IWGinting",Ya,,,
"Sarapan bubur kacang hijau depan PR FM, enak &amp; nyaman krn jl bersih dan indah @PRFMnews @ridwankamil @dbmpkotabdg https://t.co/LvnbnLlQLy",,,Ya,
"RT @PRFMnews: P. Edi | 06:10: Stopan perempatan jl.Pasirkaliki-jl.Pajajaran padam, sgt rawan macet. Mohon segera diperbaiki cc: @dishub_kot…",Ya,,,
P. Saprudin | 06:27: Lampu PJU di jl.warung jambu Kiaracondong padam sudah hampir 4 bulan cc: @dbmpkotabdg @pjudbmpbdg,Ya,,,
"@pdamtirtawening air dtg jam 23.15 05.12 stop,cek air pressure di Jl.Cemara bdg utara,tengah mlm bw angin tagihn bs melonjak,00501800182.",,,Ya,
RT @PRFMnews: P. Saprudin | 06:27: Lampu PJU di jl.warung jambu Kiaracondong padam sudah hampir 4 bulan cc: @dbmpkotabdg @pjudbmpbdg,Ya,,,
RT @pdamtirtawening: @boy_taga @DiskominfoBdg @ridwankamil @PRFMnews Penanggulangan kemacetan air limbah jl. Cibuntu kel. Warungmuncang htt…,,,Ya,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 7/1 URC PJU, perbaikan lampu PJU jl Cimencrang https://t.co/tvMj82ERvz",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 7/1 URC PJU, perbaikan lampu PJU jl AH Nasution https://t.co/AJ4eSbyv9e",,Ya,,
"RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 7/1 URC PJU, perbaikan lampu PJU jln akses SOR GBLA https://t.co/f1OyMmV…",,Ya,,
Terima kasih @diasudiana @diannesunu mohon maaf ada yang bisa kami bantu? @ridwankamil,,,Ya,
"@PRFMnews @ridwankamil  @dishub_kotabdg, Mohon dikoreksi tulisan yang benar adalah : Rontgen bukan Rontgent . https://t.co/e2xbAPNWJl",,,Ya,
"RT @riyadicatur: @PRFMnews @ridwankamil  @dishub_kotabdg, Mohon dikoreksi tulisan yang benar adalah : Rontgen bukan Rontgent . https://t.co…",,,Ya,
tetapi hari ini masih boleh akan terjadi pada hari esok. @Bandung_Dinkes,,,Ya,
"@ridwankamil kejadiannya di parkiran basement alun-alun, tolong di tindak petugas keamanan itu",,,Ya,
"Salam, pak @ridwankamil klu ada anak buah bpk seperti ini mohon di ksh pencerahan biar tau etos kerja yg baik! https://t.co/twosDQu9wb",Ya,,,
"@PRFMnews @ridwankamil  @dishub_kotabdg Mohon untuk dapat dikoreksi nama jalan Seharusnya Rontgen bukan Rontgent,tks https://t.co/IVTVIdCZXR",,,Ya,
"RT @MhmdFajar_: Salam, pak @ridwankamil klu ada anak buah bpk seperti ini mohon di ksh pencerahan biar tau etos kerja yg baik! https://t.co…",Ya,,,
@ridwankamil kapan ada perumahan subsidi bagi orang bandung keluarga kecil seperti kami pa?,,,Ya,
"@PRFMnews @riyadicatur @ridwankamil @dishub_kotabdg trm ksh infonya, disampaikan kpd unit kerja terkait",,,Ya,
P. Nurman | 07:56: Air di Komplek Panghegar Kel Cipadung sering tidak mengalir walaupun musim hujan cc: @pdamtirtawening,Ya,,,
@dbmpkotabdg kondisi terkini kirmir cipamokolan RT02/05 yang ambruk mohon diperhatikan @ridwankamil @Kec_Antapani1 https://t.co/cBOnHrQP3Z,Ya,,,
Pa camat @kecpanyileukan. Tolong di cek saluran air di Jl Trs Panyileukan di urug. Klo ujan air melimpah ke jalan. Banjir @dbmpkotabdg,Ya,,,
"RT @kelmalabar: GPS yuk..sambil Plihara Tanaman Pot jl A.Yani#HIJAUKAN KOTA, ANTISIPASI PKL @Satpolppbdg @bplh_kotabdg @diskamtam https://t…",,,Ya,
RT @Ujungberung_Kec: Bebersih selokan jl.samiaji kel.pasirwangi kec.uber @ridwankamil @dbmpkotabdg @BDGcleanaction @PRFMnews @relawan_bdg h…,,,Ya,
"@ridwankamil pa sy sewa bangunan u/ usaha cafe d arcamanik endah, tp peruntukan rumah tinggal dan kantor tp perizinan ditolak mhn infonya pa",,,Ya,
"@ridwankamil @pdkebersihanbdg Punten Pa bade lapor,  naha di caket halte sd lengkong besr bet janten tmpt buang barangkal dan sampah qtu?",Ya,,,
Parkir diatas Trotoar jl.Re.Martadinata @ridwankamil @OdedMD @yossiirianto @herlanisanusi https://t.co/Ek39gpMpsJ,Ya,,,
RT @infobandung: .@dishub_kotabdg RT @OkviaLestari: Prempatan malabar-gatsu sdh bbrapa hari lampu lalin mati. Mohon dinas terkait. https://…,Ya,,,
"Kang @ridwankamil &amp; @diskamtam di jln tirtasari 1 sarijadi d tanami pohon yg besar, khawatir terlilit pada kabel PLN https://t.co/t2GtcSWEJc",Ya,,,
RT @rusliwinata: @pdamtirtawening @ridwankamil saya berterima kasih petugas sdh menanggulangi keluhan.  Aliran air sudah   lancar kembali. …,,,Ya,
RT @infobdg: Via @supriyantoiam : Cai PDAM kumaha di jl.Purwakarta v  Antapani teu acan wae ngocor punten. Cc @pdamtirtawening,Ya,,,
"Sebagai pemudi yang lahir di Bandung, saya sangat mengapresiasi kinerja bapak @ridwankamil",,,Ya,
"Namun, tolong di tengok halte-halte yang tidak terurus pak @ridwankamil kan di bus damri sendiri ada ajakan 'ayo naik bus kota'",Ya,,,
Tolong difasilitasi untuk halte yang nyaman ya pak @ridwankamil karena menunggu itu nggak enak.. apalagi nunggu di halte yang tidak nyaman..,Ya,,,
Giat Penindakan Kendaraan di atas Trotoar jl.Re.Martadinata @ridwankamil @OdedMD @yossiirianto @herlanisanusi https://t.co/I4sGSgRoIv,,,Ya,
@murnisaroso tuh kan? Kok masih pada nekad ngompor2in...@ridwankamil  @ridwankamilREAL  @basuki_btp  @Ahok_BasukiTP @jokowi..ada maunya tuh!,,,Ya,
"@ridwankamil pa..lokasi di bawah flyover daerah cimindi cibeureum sll terendam air sewaktu hujan krn jln terlalu rendah,tlg diperhatikan :)",Ya,,,
"Pak knp parkir liar tarif seenaknya tidak di tindak ? Mesjid agung parkir bisa sampe 4-5rb/motor, turnojoyo 3rb, hrusnya 1500 @ridwankamil",Ya,,,
"Jika terus dibiarkan, mereka bakal seenaknya, padahal mereka juga ilegal. Tolong di tindak pak parkir dgn tarif seenaknya ini. @ridwankamil",Ya,,,
"@PengagumhujanID @ridwankamil lampu stopan, marka jalan, jembatan, halte masih bermasalah di Bdg.  itu semua tupoksinya @dishub_kotabdg",,,Ya,
"di bandung sdh ada ditaman, di sekolah2. dari kapan2. https://t.co/Zrl0sKVDEe",,,Ya,
"Mungkin saja kota bandung hanya luarnya saja yang asyik, tapi dalam nya bisa banyak yang miskin @ridwankamil",,,Ya,
"RT @ridwankamil: di bandung sdh ada ditaman, di sekolah2. dari kapan2. https://t.co/Zrl0sKVDEe",,,Ya,
"Pa @ridwankamil kpn mau perbaiki trotoar dan drainase jl kebon kawung dpn station kereta api, itu pa toko kue KS pindahin bikin Macet bdg",Ya,,,
"RT @ridwankamil: di bandung sdh ada ditaman, di sekolah2. dari kapan2. https://t.co/Zrl0sKVDEe",,,Ya,
"@ridwankamil Pak, bnyk Wifi ditiap taman tp gk bnr2 FREE:( hrs beli pls&amp;log in dl, gmn nasib kmi para jomblo yg mnjabat sbg Duta Wifi tmn :3",Ya,,,
"RT @ridwankamil: di bandung sdh ada ditaman, di sekolah2. dari kapan2. https://t.co/Zrl0sKVDEe",,,Ya,
"RT @ridwankamil: di bandung sdh ada ditaman, di sekolah2. dari kapan2. https://t.co/Zrl0sKVDEe",,,Ya,
@ridwankamil pak transmetrobandung kok ga ada hari ini :( Kan saya pengen jalan2 :(,Ya,,,
"@ridwankamil pak, sudah 1 minggu lampu merah pertigaan supratman-katamso mati. mohon ditindaklanjuti. cc: @dishub_kotabdg @PRFMnews",Ya,,,
